File_Name,Transcription,Ground_Truth
237-134500-0019.flac,He dropped a handful into her lap.,HE DROPPED A HANDFUL INTO HER LAP
237-134500-0020.flac,"Yes, don't you?",YES DON'T YOU
237-134500-0021.flac,"Oh, ever so much, only he seems kind of stared in school, tree...",OH EVER SO MUCH ONLY HE SEEMS KIND OF STAID AND SCHOOL TEACHERY
237-134500-0022.flac,"When she used to tell me about him, I always wondered whether she wasn't a little in love with him.",WHEN SHE USED TO TELL ME ABOUT HIM I ALWAYS WONDERED WHETHER SHE WASN'T A LITTLE IN LOVE WITH HIM
237-134500-0023.flac,It would serve you all right if she walked off with Carl.,IT WOULD SERVE YOU ALL RIGHT IF SHE WALKED OFF WITH CARL
237-134500-0024.flac,I'd like to talk to Carl about New York and what a fellow can do there.,I LIKE TO TALK TO CARL ABOUT NEW YORK AND WHAT A FELLOW CAN DO THERE
237-134500-0025.flac,"Oh, A male?",OH EMIL
237-134500-0026.flac,"Sure, the you are not thinking of going off there.",SURELY YOU ARE NOT THINKING OF GOING OFF THERE
237-134500-0027.flac,Maurice face fell under his brooding gaze.,MARIE'S FACE FELL UNDER HIS BROODING GAZE
237-134500-0028.flac,I'm sure Alexandra helps you stay on here. She murmured.,I'M SURE ALEXANDRA HOPES YOU WILL STAY ON HERE SHE MURMURED
237-134500-0029.flac,I don't want to stand around them again.,I DON'T WANT TO STAND AROUND AND LOOK ON
237-134500-0030.flac,I want to be doing something on my own account.,I WANT TO BE DOING SOMETHING ON MY OWN ACCOUNT
237-134500-0031.flac,"Sometimes I don't want to do anything at all, and sometimes I want to pull the four corners of the divide together. You throw out his arm and brought it back with a jerk. So, I could tablecloth.",SOMETIMES I DON'T WANT TO DO ANYTHING AT ALL AND SOMETIMES I WANT TO PULL THE FOUR CORNERS OF THE DIVIDE TOGETHER HE THREW OUT HIS ARM AND BROUGHT IT BACK WITH A JERK SO LIKE A TABLE CLOTH
237-134500-0032.flac,"I get tired of seeing man and horses going up and down, up and down.",I GET TIRED OF SEEING MEN AND HORSES GOING UP AND DOWN UP AND DOWN
237-134500-0033.flac,I wish you weren't so restless and didn't get so worked up over things. She said sadly.,I WISH YOU WEREN'T SO RESTLESS AND DIDN'T GET SO WORKED UP OVER THINGS SHE SAID SADLY
237-134500-0034.flac,"Thank you, he returned shortly.",THANK YOU HE RETURNED SHORTLY
237-134500-0035.flac,and you never used to be crossed to me.,AND YOU NEVER USED TO BE CROSS TO ME
237-134500-0036.flac,I can't play with you like a little boy anymore. He said slowly. That's what you miss Marie.,I CAN'T PLAY WITH YOU LIKE A LITTLE BOY ANY MORE HE SAID SLOWLY THAT'S WHAT YOU MISS MARIE
237-134500-0037.flac,"But, A-mail, if I understand, in all our good times or over, we can never do nice things together anymore.",BUT EMIL IF I UNDERSTAND THEN ALL OUR GOOD TIMES ARE OVER WE CAN NEVER DO NICE THINGS TOGETHER ANY MORE
237-134500-0038.flac,and any others nothing to understand.,AND ANYHOW THERE'S NOTHING TO UNDERSTAND
237-134500-0039.flac,"That won't last, it will go away, and things will be just as they use, too.",THAT WON'T LAST IT WILL GO AWAY AND THINGS WILL BE JUST AS THEY USED TO
237-134500-0040.flac,"I pray for you, but that's not the same as if you prayed yourself.",I PRAY FOR YOU BUT THAT'S NOT THE SAME AS IF YOU PRAYED YOURSELF
237-134500-0041.flac,"I can't pray to have the things I want. He said slowly, and I won't pray not to have them, not if I'm damned for it.""",I CAN'T PRAY TO HAVE THE THINGS I WANT HE SAID SLOWLY AND I WON'T PRAY NOT TO HAVE THEM NOT IF I'M DAMNED FOR IT
237-134500-0042.flac,then all our good times are over.,THEN ALL OUR GOOD TIMES ARE OVER
260-123286-0000.flac,"Saturday, August 15th. The sea and broken all round. No land in sight.",SATURDAY AUGUST FIFTEENTH THE SEA UNBROKEN ALL ROUND NO LAND IN SIGHT
260-123286-0001.flac,The horizon seems extremely distant.,THE HORIZON SEEMS EXTREMELY DISTANT
260-123286-0002.flac,"All my danger and sufferings were needed to strike a spark of human feeling out of him. But now that I am well, his nature has resumed its sway.",ALL MY DANGER AND SUFFERINGS WERE NEEDED TO STRIKE A SPARK OF HUMAN FEELING OUT OF HIM BUT NOW THAT I AM WELL HIS NATURE HAS RESUMED ITS SWAY
260-123286-0003.flac,"You seem anxious, my uncle. I said, seeing him continually with his glass to his eye. anxious.",YOU SEEM ANXIOUS MY UNCLE I SAID SEEING HIM CONTINUALLY WITH HIS GLASS TO HIS EYE ANXIOUS
260-123286-0004.flac,One might be with less reason than now.,ONE MIGHT BE WITH LESS REASON THAN NOW
260-123286-0005.flac,"I am not complaining that the rate is slow, but that the seat is so wide.",I AM NOT COMPLAINING THAT THE RATE IS SLOW BUT THAT THE SEA IS SO WIDE
260-123286-0006.flac,"We are losing time, and the fact is, I have not come all this way to take a little sail upon a pond on a raft.",WE ARE LOSING TIME AND THE FACT IS I HAVE NOT COME ALL THIS WAY TO TAKE A LITTLE SAIL UPON A POND ON A RAFT
260-123286-0007.flac,He called this C upon and I long-vowaged taking a little sail.,HE CALLED THIS SEA A POND AND OUR LONG VOYAGE TAKING A LITTLE SAIL
260-123286-0008.flac,"Therefore, don't talk to me about views and prospects.",THEREFORE DON'T TALK TO ME ABOUT VIEWS AND PROSPECTS
260-123286-0009.flac,I take this as my answer and I leave the professor to bite his lips with impatience.,I TAKE THIS AS MY ANSWER AND I LEAVE THE PROFESSOR TO BITE HIS LIPS WITH IMPATIENCE
260-123286-0010.flac,"Sunday, August 16th.",SUNDAY AUGUST SIXTEENTH
260-123286-0011.flac,"Nothing new, whether unchanged, the wind freshens.",NOTHING NEW WEATHER UNCHANGED THE WIND FRESHENS
260-123286-0012.flac,But there's seem no reason to fear.,BUT THERE SEEMED NO REASON TO FEAR
260-123286-0013.flac,The shadow of the raft was clearly outlined upon the surface of the waves.,THE SHADOW OF THE RAFT WAS CLEARLY OUTLINED UPON THE SURFACE OF THE WAVES
260-123286-0014.flac,Truly this C is of infinite width.,TRULY THIS SEA IS OF INFINITE WIDTH
260-123286-0015.flac,It must be as wide as the Mediterranean or the Atlantic and why not?,IT MUST BE AS WIDE AS THE MEDITERRANEAN OR THE ATLANTIC AND WHY NOT
260-123286-0016.flac,"These thoughts agitated me all day, and my imagination scarcely calmed down after several hours sleep.",THESE THOUGHTS AGITATED ME ALL DAY AND MY IMAGINATION SCARCELY CALMED DOWN AFTER SEVERAL HOURS SLEEP
260-123286-0017.flac,I shatter as I recall these monsters to my remembrance.,I SHUDDER AS I RECALL THESE MONSTERS TO MY REMEMBRANCE
260-123286-0018.flac,"I saw at the Hamburg Museum the skeleton of one of these creatures, 30 feet in length.",I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH
260-123286-0019.flac,"I suppose Professor Leidenbrock was of my opinion too, and even shared my fears. For after having examined the pick, his eyes traverse the ocean from side to side.",I SUPPOSE PROFESSOR LIEDENBROCK WAS OF MY OPINION TOO AND EVEN SHARED MY FEARS FOR AFTER HAVING EXAMINED THE PICK HIS EYES TRAVERSED THE OCEAN FROM SIDE TO SIDE
260-123286-0020.flac,"Tuesday, August 18th.",TUESDAY AUGUST EIGHTEENTH
260-123286-0021.flac,"During his watch, I slept.",DURING HIS WATCH I SLEPT
260-123286-0022.flac,"Two hours afterwards, a terrible shock awoke me.",TWO HOURS AFTERWARDS A TERRIBLE SHOCK AWOKE ME
260-123286-0023.flac,The raft was heaved up on a watery mountain and pitched down again at a distance of 20 phathoms.,THE RAFT WAS HEAVED UP ON A WATERY MOUNTAIN AND PITCHED DOWN AGAIN AT A DISTANCE OF TWENTY FATHOMS
260-123286-0024.flac,"There's a whale, a whale, cried the professor.",THERE'S A WHALE A WHALE CRIED THE PROFESSOR
260-123286-0025.flac,flight was out of the question now. The reptiles rose. They wheeled around our little raft with a repeatty greater than that of express trains.,FLIGHT WAS OUT OF THE QUESTION NOW THE REPTILES ROSE THEY WHEELED AROUND OUR LITTLE RAFT WITH A RAPIDITY GREATER THAN THAT OF EXPRESS TRAINS
260-123286-0026.flac,"Two monsters only were creating all this commotion, and before my eyes are two reptiles of the primitive world.",TWO MONSTERS ONLY WERE CREATING ALL THIS COMMOTION AND BEFORE MY EYES ARE TWO REPTILES OF THE PRIMITIVE WORLD
260-123286-0027.flac,"I can distinguish the eye of the I of the Ick the Asuras, glowing like a red hot coal and his large as a man's head.",I CAN DISTINGUISH THE EYE OF THE ICHTHYOSAURUS GLOWING LIKE A RED HOT COAL AND AS LARGE AS A MAN'S HEAD
260-123286-0028.flac,Its jaw is enormous and according to naturalists it is iron with no less than 182 teeth.,ITS JAW IS ENORMOUS AND ACCORDING TO NATURALISTS IT IS ARMED WITH NO LESS THAN ONE HUNDRED AND EIGHTY TWO TEETH
260-123286-0029.flac,Those huge creatures attack each other with a greatest animosity.,THOSE HUGE CREATURES ATTACKED EACH OTHER WITH THE GREATEST ANIMOSITY
260-123286-0030.flac,"Suddenly, the Iktia Soras and the Placia Soras disappear below, leaving a warpull etching in the water.",SUDDENLY THE ICHTHYOSAURUS AND THE PLESIOSAURUS DISAPPEAR BELOW LEAVING A WHIRLPOOL EDDYING IN THE WATER
260-123286-0031.flac,"As for the Ithiasaurus, has he returned to his submarine cabin?",AS FOR THE ICHTHYOSAURUS HAS HE RETURNED TO HIS SUBMARINE CAVERN
260-123288-0000.flac,The drawings become lost in the distance.,THE ROARINGS BECOME LOST IN THE DISTANCE
260-123288-0001.flac,"the weather. If we may use the term, we'll change before long.",THE WEATHER IF WE MAY USE THAT TERM WILL CHANGE BEFORE LONG
260-123288-0002.flac,"The atmosphere is charged with vapors, provided with the electricity generated by the evaporation of saline waters.",THE ATMOSPHERE IS CHARGED WITH VAPOURS PERVADED WITH THE ELECTRICITY GENERATED BY THE EVAPORATION OF SALINE WATERS
260-123288-0003.flac,"The electric light can scarcely penetrate through the dense curtain, which is dropped over the theater on which the battle of the elements is about to be waged.",THE ELECTRIC LIGHT CAN SCARCELY PENETRATE THROUGH THE DENSE CURTAIN WHICH HAS DROPPED OVER THE THEATRE ON WHICH THE BATTLE OF THE ELEMENTS IS ABOUT TO BE WAGED
260-123288-0004.flac,The air is heavy. The sea is calm.,THE AIR IS HEAVY THE SEA IS CALM
260-123288-0005.flac,"From time to time a fleecy tough to miss, with yet some gleaming light left upon it, drops down upon the dense floor of grey, and loses itself in the opaque and a penetrable mass.",FROM TIME TO TIME A FLEECY TUFT OF MIST WITH YET SOME GLEAMING LIGHT LEFT UPON IT DROPS DOWN UPON THE DENSE FLOOR OF GREY AND LOSES ITSELF IN THE OPAQUE AND IMPENETRABLE MASS
260-123288-0006.flac,The atmosphere has evidently charged and surcharged with electricity.,THE ATMOSPHERE IS EVIDENTLY CHARGED AND SURCHARGED WITH ELECTRICITY
260-123288-0007.flac,"The wind never lools, but to acquire increased strength. The vast bank of heavy clouds is a huge reservoir of fearful, windy gusts and rushing storms.",THE WIND NEVER LULLS BUT TO ACQUIRE INCREASED STRENGTH THE VAST BANK OF HEAVY CLOUDS IS A HUGE RESERVOIR OF FEARFUL WINDY GUSTS AND RUSHING STORMS
260-123288-0008.flac,"There's a heavy storm coming on. I cried, pointing towards the horizon.",THERE'S A HEAVY STORM COMING ON I CRIED POINTING TOWARDS THE HORIZON
260-123288-0009.flac,Those clouds seem as if they were going to crush the sea.,THOSE CLOUDS SEEM AS IF THEY WERE GOING TO CRUSH THE SEA
260-123288-0010.flac,"On the mast already, I see the light play of alignment that St. Air will fire. The Outstretched Seal catches not a breath of wind and hangs like a sheet of lead.",ON THE MAST ALREADY I SEE THE LIGHT PLAY OF A LAMBENT SAINT ELMO'S FIRE THE OUTSTRETCHED SAIL CATCHES NOT A BREATH OF WIND AND HANGS LIKE A SHEET OF LEAD
260-123288-0011.flac,"But if we have now ceased to advance, why do we yet leave that cell loose? Which at the first shock of a tempest may capsize us in a moment.",BUT IF WE HAVE NOW CEASED TO ADVANCE WHY DO WE YET LEAVE THAT SAIL LOOSE WHICH AT THE FIRST SHOCK OF THE TEMPEST MAY CAPSIZE US IN A MOMENT
260-123288-0012.flac,"That will be the safest. No, no, never.",THAT WILL BE SAFEST NO NO NEVER
260-123288-0013.flac,The piled-up vapor is condensed into water and the air put in the violent action to supply the vacuum left by the condensation of the mist rouses itself into a world when.,THE PILED UP VAPOURS CONDENSE INTO WATER AND THE AIR PUT INTO VIOLENT ACTION TO SUPPLY THE VACUUM LEFT BY THE CONDENSATION OF THE MISTS ROUSES ITSELF INTO A WHIRLWIND
260-123288-0014.flac,hair jam.,HANS STIRS NOT
260-123288-0015.flac,"From the under surface of the clouds, there are continual emissions of lured light. Electric matter is in continual evolution from their component molecules. The gaseous elements of the air need to be slaked with moisture. For innumerable columns of water rush upwards into the air and fall back again in white foam.",FROM THE UNDER SURFACE OF THE CLOUDS THERE ARE CONTINUAL EMISSIONS OF LURID LIGHT ELECTRIC MATTER IS IN CONTINUAL EVOLUTION FROM THEIR COMPONENT MOLECULES THE GASEOUS ELEMENTS OF THE AIR NEED TO BE SLAKED WITH MOISTURE FOR INNUMERABLE COLUMNS OF WATER RUSH UPWARDS INTO THE AIR AND FALL BACK AGAIN IN WHITE FOAM
260-123288-0016.flac,I refer to the thermometer it indicates the figure is obliterated.,I REFER TO THE THERMOMETER IT INDICATES THE FIGURE IS OBLITERATED
260-123288-0017.flac,is the atmosphere condition having once reached the density to become final?,IS THE ATMOSPHERIC CONDITION HAVING ONCE REACHED THIS DENSITY TO BECOME FINAL
260-123288-0018.flac,The raft bears on still to the south east.,THE RAFT BEARS ON STILL TO THE SOUTH EAST
260-123288-0019.flac,"At noon, the violence of the storm redoubles.",AT NOON THE VIOLENCE OF THE STORM REDOUBLES
260-123288-0020.flac,Each of us is lashed to some part of the raft.,EACH OF US IS LASHED TO SOME PART OF THE RAFT
260-123288-0021.flac,the waves rise above our heads.,THE WAVES RISE ABOVE OUR HEADS
260-123288-0022.flac,"They seem to be we are lost, but I am not sure.",THEY SEEM TO BE WE ARE LOST BUT I AM NOT SURE
260-123288-0023.flac,He nods his consent.,HE NODS HIS CONSENT
260-123288-0024.flac,"The fireball half of it wide, half a zero blue, and the size of a 10 inch shell moved solely about the raft, but revolving on its own axis with astonishing velocity, as if whipped round by the force of the whirlwind.",THE FIREBALL HALF OF IT WHITE HALF AZURE BLUE AND THE SIZE OF A TEN INCH SHELL MOVED SLOWLY ABOUT THE RAFT BUT REVOLVING ON ITS OWN AXIS WITH ASTONISHING VELOCITY AS IF WHIPPED ROUND BY THE FORCE OF THE WHIRLWIND
260-123288-0025.flac,"Here it comes, there it glides. Now it is up the ragged stump of the mast that's lightly leaps on the provision bag. Decends with a light bound and just skims the powder magazine. Horrible!",HERE IT COMES THERE IT GLIDES NOW IT IS UP THE RAGGED STUMP OF THE MAST THENCE IT LIGHTLY LEAPS ON THE PROVISION BAG DESCENDS WITH A LIGHT BOUND AND JUST SKIMS THE POWDER MAGAZINE HORRIBLE
260-123288-0026.flac,"We shall be blown up, but no. The dazzling disc of mysterious light nimbly leaps aside. It approaches Hans, who fixes his blue eye upon it steadily. It threatens the head of my uncle, who falls upon his knees with his head down to avoid it.",WE SHALL BE BLOWN UP BUT NO THE DAZZLING DISK OF MYSTERIOUS LIGHT NIMBLY LEAPS ASIDE IT APPROACHES HANS WHO FIXES HIS BLUE EYE UPON IT STEADILY IT THREATENS THE HEAD OF MY UNCLE WHO FALLS UPON HIS KNEES WITH HIS HEAD DOWN TO AVOID IT
260-123288-0027.flac,A suffocating smell of nitrogen fills the air. It enters the throat. It fills the lungs.,A SUFFOCATING SMELL OF NITROGEN FILLS THE AIR IT ENTERS THE THROAT IT FILLS THE LUNGS
260-123288-0028.flac,We suffer stifling pains.,WE SUFFER STIFLING PAINS
260-123440-0000.flac,and how odd the directions will look.,AND HOW ODD THE DIRECTIONS WILL LOOK
260-123440-0001.flac,Poor Alice.,POOR ALICE
260-123440-0002.flac,"It was the white rabbit returning, splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other. He came trotting along in a great hurry, metering to himself as he came. Oh, the Dutchess, the Dutchess!",IT WAS THE WHITE RABBIT RETURNING SPLENDIDLY DRESSED WITH A PAIR OF WHITE KID GLOVES IN ONE HAND AND A LARGE FAN IN THE OTHER HE CAME TROTTING ALONG IN A GREAT HURRY MUTTERING TO HIMSELF AS HE CAME OH THE DUCHESS THE DUCHESS
260-123440-0003.flac,"Oh, won't she be savage if I've kept her waiting?",OH WON'T SHE BE SAVAGE IF I'VE KEPT HER WAITING
260-123440-0004.flac,"Alice took up the fan and gloves, and as the hall was very hot, she kept fanning herself all the time she went on talking. Dear dear, how queer everything is today!",ALICE TOOK UP THE FAN AND GLOVES AND AS THE HALL WAS VERY HOT SHE KEPT FANNING HERSELF ALL THE TIME SHE WENT ON TALKING DEAR DEAR HOW QUEER EVERYTHING IS TO DAY
260-123440-0005.flac,"And yesterday, thanks for watching and I'm just as usual.",AND YESTERDAY THINGS WENT ON JUST AS USUAL
260-123440-0006.flac,I wonder if I've been changed in the night.,I WONDER IF I'VE BEEN CHANGED IN THE NIGHT
260-123440-0007.flac,I almost think I can remember feeling a little different.,I ALMOST THINK I CAN REMEMBER FEELING A LITTLE DIFFERENT
260-123440-0008.flac,I'll try if I know all the things I used to know.,I'LL TRY IF I KNOW ALL THE THINGS I USED TO KNOW
260-123440-0009.flac,I shall never get to 20 at that rate.,I SHALL NEVER GET TO TWENTY AT THAT RATE
260-123440-0010.flac,How cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws.,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS
260-123440-0011.flac,"No, I've made it my mind about it. If I'm maple, I'll stay down here.",NO I'VE MADE UP MY MIND ABOUT IT IF I'M MABEL I'LL STAY DOWN HERE
260-123440-0012.flac,"It'll be no use, they're putting their heads down and saying, come up again, dear!",IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR
260-123440-0013.flac,I'm so very tired of being all alone here.,I AM SO VERY TIRED OF BEING ALL ALONE HERE
260-123440-0014.flac,And I declare it's too bad that it is.,AND I DECLARE IT'S TOO BAD THAT IT IS
260-123440-0015.flac,"I wish I hadn't cried so much, said Alice, as she swim about, trying to find her way out.",I WISH I HADN'T CRIED SO MUCH SAID ALICE AS SHE SWAM ABOUT TRYING TO FIND HER WAY OUT
260-123440-0016.flac,"I shall be punished for it now, I suppose, by being drowned in my own tears.",I SHALL BE PUNISHED FOR IT NOW I SUPPOSE BY BEING DROWNED IN MY OWN TEARS
260-123440-0017.flac,That will be a queer thing for to be sure.,THAT WILL BE A QUEER THING TO BE SURE
260-123440-0018.flac,"I am very tired of swimming about here. Oh, Mouse!",I AM VERY TIRED OF SWIMMING ABOUT HERE O MOUSE
260-123440-0019.flac,cried Alice again for this time the mouse was bristling all over and she felt certain it must be really offended.,CRIED ALICE AGAIN FOR THIS TIME THE MOUSE WAS BRISTLING ALL OVER AND SHE FELT CERTAIN IT MUST BE REALLY OFFENDED
260-123440-0020.flac,We won't talk about her anymore if you'd rather not. We indeed.,WE WON'T TALK ABOUT HER ANY MORE IF YOU'D RATHER NOT WE INDEED
2830-3979-0000.flac,We want you to help us publish some leading work of Lutherans for the General American market. Will you do it?,WE WANT YOU TO HELP US PUBLISH SOME LEADING WORK OF LUTHER'S FOR THE GENERAL AMERICAN MARKET WILL YOU DO IT
2830-3979-0001.flac,"The condition is that I will be permitted to make Luther talk American. Streamline him, so to speak. Because you will never get people, whether in or outside the Lutheran Church, actually to read Luther unless we make him talk as he would talk today to Americans.",THE CONDITION IS THAT I WILL BE PERMITTED TO MAKE LUTHER TALK AMERICAN STREAMLINE HIM SO TO SPEAK BECAUSE YOU WILL NEVER GET PEOPLE WHETHER IN OR OUTSIDE THE LUTHERAN CHURCH ACTUALLY TO READ LUTHER UNLESS WE MAKE HIM TALK AS HE WOULD TALK TODAY TO AMERICANS
2830-3979-0002.flac,"Let us begin with that, his commentary on Galatians.",LET US BEGIN WITH THAT HIS COMMENTARY ON GALATIANS
2830-3979-0003.flac,"The undertaking, which seems so attractive when viewed as a literary task, proved the most difficult one, and it times became oppressive.",THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE
2830-3979-0004.flac,It was written in Latin.,IT WAS WRITTEN IN LATIN
2830-3979-0005.flac,The work had to be condensed.,THE WORK HAD TO BE CONDENSED
2830-3979-0006.flac,A word should now be said about the origin of Luther's commentary on Galatians.,A WORD SHOULD NOW BE SAID ABOUT THE ORIGIN OF LUTHER'S COMMENTARY ON GALATIANS
2830-3979-0007.flac,"Much later, when a friend of his was preparing an addition of all his Latin works, he remarked to his home circle. If I had my way about it, they would republish only those of my books, which have doctrine, my Galatians for instance.",MUCH LATER WHEN A FRIEND OF HIS WAS PREPARING AN EDITION OF ALL HIS LATIN WORKS HE REMARKED TO HIS HOME CIRCLE IF I HAD MY WAY ABOUT IT THEY WOULD REPUBLISH ONLY THOSE OF MY BOOKS WHICH HAVE DOCTRINE MY GALATIANS FOR INSTANCE
2830-3979-0008.flac,"In other words, these three men took down the lectures which Luther addressed to his students and the course of Galatians and Rourer prepared the manuscript for the printer.",IN OTHER WORDS THESE THREE MEN TOOK DOWN THE LECTURES WHICH LUTHER ADDRESSED TO HIS STUDENTS IN THE COURSE OF GALATIANS AND ROERER PREPARED THE MANUSCRIPT FOR THE PRINTER
2830-3979-0009.flac,"It presents like no other of Luther's writings, the central thought of Christianity, the justification of the sinner for the sake of Christ merits alone.",IT PRESENTS LIKE NO OTHER OF LUTHER'S WRITINGS THE CENTRAL THOUGHT OF CHRISTIANITY THE JUSTIFICATION OF THE SINNER FOR THE SAKE OF CHRIST'S MERITS ALONE
2830-3979-0010.flac,But the essence of Luther's lectures is there.,BUT THE ESSENCE OF LUTHER'S LECTURES IS THERE
2830-3979-0011.flac,"The Lord who has given us power to teach and to hear, let Him also give us the power to serve and to do. Luke 2",THE LORD WHO HAS GIVEN US POWER TO TEACH AND TO HEAR LET HIM ALSO GIVE US THE POWER TO SERVE AND TO DO LUKE TWO
2830-3979-0012.flac,The Word of our God shall stand forever.,THE WORD OF OUR GOD SHALL STAND FOREVER
2830-3980-0000.flac,In every way they sought to undermine the authority of St. Paul.,IN EVERY WAY THEY SOUGHT TO UNDERMINE THE AUTHORITY OF SAINT PAUL
2830-3980-0001.flac,"They said to the Galatians, you have no right to think highly of pop.",THEY SAID TO THE GALATIANS YOU HAVE NO RIGHT TO THINK HIGHLY OF PAUL
2830-3980-0002.flac,He was the last to turn the Christ.,HE WAS THE LAST TO TURN TO CHRIST
2830-3980-0003.flac,Paul came later in his beneath us.,PAUL CAME LATER AND IS BENEATH US
2830-3980-0004.flac,"Indeed, he persecuted the Church of Christ for a long time.",INDEED HE PERSECUTED THE CHURCH OF CHRIST FOR A LONG TIME
2830-3980-0005.flac,"Do you suppose that God, for the sake of a few Lutheran heretics, would disown his entire church?",DO YOU SUPPOSE THAT GOD FOR THE SAKE OF A FEW LUTHERAN HERETICS WOULD DISOWN HIS ENTIRE CHURCH
2830-3980-0006.flac,Against these boasting false apostles Paul boldly defend his apostolic authority in ministry,AGAINST THESE BOASTING FALSE APOSTLES PAUL BOLDLY DEFENDS HIS APOSTOLIC AUTHORITY AND MINISTRY
2830-3980-0007.flac,"As the ambassador of a government is honored for his office and not for his private person, so the minister of Christ should exalt his office in order to gain authority among men.",AS THE AMBASSADOR OF A GOVERNMENT IS HONORED FOR HIS OFFICE AND NOT FOR HIS PRIVATE PERSON SO THE MINISTER OF CHRIST SHOULD EXALT HIS OFFICE IN ORDER TO GAIN AUTHORITY AMONG MEN
2830-3980-0008.flac,"Paul takes pride in his ministry, not to his own phrase but to the praise of God.",PAUL TAKES PRIDE IN HIS MINISTRY NOT TO HIS OWN PRAISE BUT TO THE PRAISE OF GOD
2830-3980-0009.flac,"Paul and Apostle, not of men, etc.",PAUL AN APOSTLE NOT OF MEN ET CETERA
2830-3980-0010.flac,Either he calls ministers through the agency of men or he calls them directly as he called the prophets in apostles.,EITHER HE CALLS MINISTERS THROUGH THE AGENCY OF MEN OR HE CALLS THEM DIRECTLY AS HE CALLED THE PROPHETS AND APOSTLES
2830-3980-0011.flac,Paul declares that the false apostles were called or sent neither by men nor by men.,PAUL DECLARES THAT THE FALSE APOSTLES WERE CALLED OR SENT NEITHER BY MEN NOR BY MAN
2830-3980-0012.flac,The most they could claim is that they were sent by others.,THE MOST THEY COULD CLAIM IS THAT THEY WERE SENT BY OTHERS
2830-3980-0013.flac,He mentions the apostles first because they were appointed directly by God.,HE MENTIONS THE APOSTLES FIRST BECAUSE THEY WERE APPOINTED DIRECTLY BY GOD
2830-3980-0014.flac,The call is not to be taken lightly.,THE CALL IS NOT TO BE TAKEN LIGHTLY
2830-3980-0015.flac,For a person to possess knowledge is not enough.,FOR A PERSON TO POSSESS KNOWLEDGE IS NOT ENOUGH
2830-3980-0016.flac,It spoils one's best work.,IT SPOILS ONE'S BEST WORK
2830-3980-0017.flac,"When I was a young man, I thought Paul was making too much of his call.",WHEN I WAS A YOUNG MAN I THOUGHT PAUL WAS MAKING TOO MUCH OF HIS CALL
2830-3980-0018.flac,I did not then realize the importance of the ministry.,I DID NOT THEN REALIZE THE IMPORTANCE OF THE MINISTRY
2830-3980-0019.flac,"I knew nothing of the doctrine of faith because we were taught sophistry instead of certainty, and nobody understood spiritual boasting.",I KNEW NOTHING OF THE DOCTRINE OF FAITH BECAUSE WE WERE TAUGHT SOPHISTRY INSTEAD OF CERTAINTY AND NOBODY UNDERSTOOD SPIRITUAL BOASTING
2830-3980-0020.flac,"This is no sinful pride, it is holy pride.",THIS IS NO SINFUL PRIDE IT IS HOLY PRIDE
2830-3980-0021.flac,and God the Father who raised him from the dead.,AND GOD THE FATHER WHO RAISED HIM FROM THE DEAD
2830-3980-0022.flac,The class seems super-verbalist on first sight.,THE CLAUSE SEEMS SUPERFLUOUS ON FIRST SIGHT
2830-3980-0023.flac,These pervertors of the righteousness of Christ resist the Father and the Son and the works of them both.,THESE PERVERTERS OF THE RIGHTEOUSNESS OF CHRIST RESIST THE FATHER AND THE SON AND THE WORKS OF THEM BOTH
2830-3980-0024.flac,"In this whole episode, Paul treats the resurrection of Christ.",IN THIS WHOLE EPISTLE PAUL TREATS OF THE RESURRECTION OF CHRIST
2830-3980-0025.flac,"By his resurrection, Christ won the victory over law, sin, flesh, world, devil, death, hell, and every evil.",BY HIS RESURRECTION CHRIST WON THE VICTORY OVER LAW SIN FLESH WORLD DEVIL DEATH HELL AND EVERY EVIL
2830-3980-0026.flac,1st 2,VERSE TWO
2830-3980-0027.flac,and all the brethren which are with me.,AND ALL THE BRETHREN WHICH ARE WITH ME
2830-3980-0028.flac,This should go far and shedding the mouths of the false apostles.,THIS SHOULD GO FAR IN SHUTTING THE MOUTHS OF THE FALSE APOSTLES
2830-3980-0029.flac,"Although the brethren with me are not apostles like myself, yet they are all of one mind with me, think, right and teach as I do.",ALTHOUGH THE BRETHREN WITH ME ARE NOT APOSTLES LIKE MYSELF YET THEY ARE ALL OF ONE MIND WITH ME THINK WRITE AND TEACH AS I DO
2830-3980-0030.flac,They do not go where the enemies of the gospel predominate. They go where the Christians are.,THEY DO NOT GO WHERE THE ENEMIES OF THE GOSPEL PREDOMINATE THEY GO WHERE THE CHRISTIANS ARE
